segment_id,text,start,duration,vid
412,absolutely and that deal means that the,1126.329,4.861,9kEB5pqWpJw
413,whole of the UK can come out and do free,1128.7,4.289,9kEB5pqWpJw
414,trade deals around the world and do a,1131.19,3.659,9kEB5pqWpJw
415,great deal with our EU friends and,1132.989,4.05,9kEB5pqWpJw
416,partners Northern Ireland included what,1134.849,4.32,9kEB5pqWpJw
417,the people of Northern Ireland trade,1137.039,4.14,9kEB5pqWpJw
418,deal down the Irish straight trade,1139.169,4.62,9kEB5pqWpJw
419,border down the aisle Northern Ireland,1141.179,4.95,9kEB5pqWpJw
420,is part of the customs territory of the,1143.789,4.29,9kEB5pqWpJw
421,UK it's it's there in in black and white,1146.129,3.54,9kEB5pqWpJw
422,and what the people of Northern Ireland,1148.079,3.57,9kEB5pqWpJw
423,do not know and they can part of our,1149.669,3.6,9kEB5pqWpJw
424,tariff schedules and and everything else,1151.649,5.49,9kEB5pqWpJw
425,well the people in Ireland Ireland is,1153.269,7.95,9kEB5pqWpJw
426,what kind of deal Jeremy Corbyn proposes,1157.139,10.051,9kEB5pqWpJw
427,to do we still don't know by the way he,1161.219,23.79,9kEB5pqWpJw
428,is in favour again just said is that he,1167.19,19.679,9kEB5pqWpJw
429,said exactly the opposite when he spoke,1185.009,3.99,9kEB5pqWpJw
430,to a DUP conference you said there would,1186.869,4.47,9kEB5pqWpJw
431,be no border down the Irish Sea well,1188.999,4.98,9kEB5pqWpJw
432,there is on the country the hop on the,1191.339,4.83,9kEB5pqWpJw
433,country the whole of the UK comes out,1193.979,5.52,9kEB5pqWpJw
434,entire and perfect as I have said we do,1196.169,5.97,9kEB5pqWpJw
435,free trade deals together we take back,1199.499,4.35,9kEB5pqWpJw
436,control again we have our own,1202.139,5.37,9kEB5pqWpJw
437,immigration take back control of our,1203.849,5.76,9kEB5pqWpJw
438,borders and one of the many mysteries,1207.509,4.83,9kEB5pqWpJw
439,about mr corbyn's deal okay is would he,1209.609,12.54,9kEB5pqWpJw
440,take back control Thank You mr. Johnson,1212.339,11.25,9kEB5pqWpJw
441,we're going to stay on this issue or,1222.149,3.9,9kEB5pqWpJw
442,brexit and underlying this whole issue,1223.589,4.92,9kEB5pqWpJw
443,of course is the question of trust and,1226.049,4.62,9kEB5pqWpJw
444,leadership we have had hundreds of,1228.509,4.14,9kEB5pqWpJw
445,questions on this and with that in mind,1230.669,5.58,9kEB5pqWpJw
446,it's over to a fireside this whole,1232.649,5.33,9kEB5pqWpJw
447,nation will have watched you both,1236.249,3.99,9kEB5pqWpJw
448,throughout this campaign in utter,1237.979,5.29,9kEB5pqWpJw
449,despair at the heart of all of this is,1240.239,6,9kEB5pqWpJw
450,one very simple question how can we,1243.269,5.45,9kEB5pqWpJw
451,trust you,1246.239,2.48,9kEB5pqWpJw
452,under under your leadership the debate,1253.429,5.38,9kEB5pqWpJw
453,has become toxic and degraded with an,1256.079,5.7,9kEB5pqWpJw
454,appalling level of Lies and childish,1258.809,7.141,9kEB5pqWpJw
455,abuse how can this nation how can this,1261.779,6.54,9kEB5pqWpJw
456,nation trust you to have the personal,1265.95,4.649,9kEB5pqWpJw
457,integrity and individual strength of,1268.319,4.41,9kEB5pqWpJw
458,character to look after our country's,1270.599,5.19,9kEB5pqWpJw
459,interest rescue us from this mess and,1272.729,5.141,9kEB5pqWpJw
460,bring us back together,1275.789,8.36,9kEB5pqWpJw
461,[Applause],1277.87,9.859,9kEB5pqWpJw
462,I thank fired I will thank you very much,1284.149,7.87,9kEB5pqWpJw
463,for a very important question and on the,1287.729,6.48,9kEB5pqWpJw
464,issue of trust I think that trust in,1292.019,5.04,9kEB5pqWpJw
465,politics and and in Parliament has been,1294.209,4.89,9kEB5pqWpJw
466,corroded and that is the most,1297.059,4.17,9kEB5pqWpJw
467,fundamental reason for that is because,1299.099,4.14,9kEB5pqWpJw
468,Parliament asked the people to vote on,1301.229,4.23,9kEB5pqWpJw
469,membership of the EU and then Parliament,1303.239,4.98,9kEB5pqWpJw
470,has repeatedly refused to honor that,1305.459,6.35,9kEB5pqWpJw
471,promise to respect,1308.219,3.59,9kEB5pqWpJw
472,Jeremy Corbyn in the Labor Party are now,1314.45,4.65,9kEB5pqWpJw
473,blocking bricks it the way I think -,1316.7,4.74,9kEB5pqWpJw
474,it's absolutely true the way to restore,1319.1,5.399,9kEB5pqWpJw
475,trust in politics is to get bricks it,1321.44,4.829,9kEB5pqWpJw
476,done and move forward we have a great,1324.499,4.201,9kEB5pqWpJw
477,deal that enables us to do it I'm,1326.269,4.441,9kEB5pqWpJw
478,unclear thank you why it's necessary to,1328.7,4.74,9kEB5pqWpJw
479,spend another year wait about brexit,1330.71,5.159,9kEB5pqWpJw
480,which is thank you is Caruso,1333.44,3.809,9kEB5pqWpJw
481,thank you very much time is up mr.,1335.869,5.851,9kEB5pqWpJw
482,Corbyn okay plus Trust is something that,1337.249,8.461,9kEB5pqWpJw
483,has to be earned and as a public,1341.72,6.089,9kEB5pqWpJw
484,representative you have to listen to the,1345.71,3.48,9kEB5pqWpJw
485,people that elected you in the first,1347.809,3.031,9kEB5pqWpJw
486,place and you have to listen to people,1349.19,3.9,9kEB5pqWpJw
487,all over the country in all walks of,1350.84,3.929,9kEB5pqWpJw
488,life I spend a great deal of time,1353.09,3.539,9kEB5pqWpJw
489,traveling around the country listening,1354.769,4.89,9kEB5pqWpJw
490,to people be they chief executives,1356.629,5.61,9kEB5pqWpJw
491,workers people sweeping the street or,1359.659,4.83,9kEB5pqWpJw
492,the homeless everybody you meet know,1362.239,4.53,9kEB5pqWpJw
493,something you don't know leadership is,1364.489,5.55,9kEB5pqWpJw
494,about listening to people trying to put,1366.769,6,9kEB5pqWpJw
495,their ideas into practice and finally,1370.039,4.921,9kEB5pqWpJw
496,come to a decision which you can take a,1372.769,5.01,9kEB5pqWpJw
497,country and our society forward my style,1374.96,4.74,9kEB5pqWpJw
498,of leadership is actually to listen to,1377.779,3.541,9kEB5pqWpJw
499,people and try and bring consensus,1379.7,3.87,9kEB5pqWpJw
500,together in my own party and obviously,1381.32,4.949,9kEB5pqWpJw
501,within Parliament because the issues we,1383.57,4.829,9kEB5pqWpJw
502,face of duplicating our society do have,1386.269,3.54,9kEB5pqWpJw
503,to be conquered they're not going to be,1388.399,2.52,9kEB5pqWpJw
504,conquered by diktats,1389.809,2.97,9kEB5pqWpJw
505,but only by listening and taking us,1390.919,4.1,9kEB5pqWpJw
506,forward,1392.779,2.24,9kEB5pqWpJw
507,had put his finger right on something,1398.65,5.32,9kEB5pqWpJw
508,very specific in this question how can,1401.75,3.809,9kEB5pqWpJw
509,the nation trust you to have the,1403.97,4.2,9kEB5pqWpJw
510,personal integrity and the individual,1405.559,4.921,9kEB5pqWpJw
511,strength of character mr. Corben how,1408.17,4.02,9kEB5pqWpJw
512,would you respond to that particular,1410.48,4.56,9kEB5pqWpJw
513,point I think we have to represent,1412.19,5.52,9kEB5pqWpJw
514,people take decisions and be honest with,1415.04,4.2,9kEB5pqWpJw
515,people about why you're taking a,1417.71,3.39,9kEB5pqWpJw
516,decision that you are and how to bring,1419.24,3.9,9kEB5pqWpJw
517,people together my whole strategy on,1421.1,4.53,9kEB5pqWpJw
518,brexit has been to recognize whether you,1423.14,4.95,9kEB5pqWpJw
519,voted remain and live in a private,1425.63,4.32,9kEB5pqWpJw
520,rented accommodation and import and in,1428.09,3.63,9kEB5pqWpJw
521,London voted leave and you live in the,1429.95,3.81,9kEB5pqWpJw
522,north and in the same situation your,1431.72,4.35,9kEB5pqWpJw
523,issues are the same the problems of,1433.76,4.44,9kEB5pqWpJw
524,poverty inequality and division within,1436.07,4.5,9kEB5pqWpJw
525,our society bring people together don't,1438.2,10.59,9kEB5pqWpJw
526,divide them look at what I have said I'm,1440.57,9.51,9kEB5pqWpJw
527,going to do as a politician and look,1448.79,2.639,9kEB5pqWpJw
528,what I'd look what I've delivered,1450.08,4.5,9kEB5pqWpJw
529,whether it's as mayor of London or now,1451.429,4.891,9kEB5pqWpJw
530,as Prime Minister I said that we would,1454.58,3.96,9kEB5pqWpJw
531,"put 20,000 and more police officers on",1456.32,3.9,9kEB5pqWpJw
532,the streets of our city and we are of,1458.54,3.9,9kEB5pqWpJw
533,our country and we are recruiting them,1460.22,5.1,9kEB5pqWpJw
534,now I said we'd upgrade 20 hospitals and,1462.44,5.46,9kEB5pqWpJw
535,have 40 new hostels that program is,1465.32,5.31,9kEB5pqWpJw
536,going ahead we are uplifting funding for,1467.9,4.65,9kEB5pqWpJw
537,education across the country we're,1470.63,4.049,9kEB5pqWpJw
538,lifting up the living wage by its,1472.55,5.16,9kEB5pqWpJw
539,biggest ever expansion I said we would,1474.679,5.551,9kEB5pqWpJw
540,deliver brexit and we will deliver,1477.71,4.38,9kEB5pqWpJw
541,breakfast thank you we can actually do,1480.23,3.21,9kEB5pqWpJw
542,it that's right clear thank you,1482.09,5.06,9kEB5pqWpJw
543,parliamentary Thank You mr. Johnson,1483.44,3.71,9kEB5pqWpJw
544,personal integrity an individual,1489.14,6.1,9kEB5pqWpJw
545,character does the truth matter in this,1491.88,7.2,9kEB5pqWpJw
546,election I think it does and I think it,1495.24,5.64,9kEB5pqWpJw
547,very important I think it's very,1499.08,3.75,9kEB5pqWpJw
548,important to hear from I've been very,1500.88,3.63,9kEB5pqWpJw
549,clear about the deal that I've done,1502.83,3.24,9kEB5pqWpJw
550,there it is it's in black and white you,1504.51,3.57,9kEB5pqWpJw
551,can read it we don't know we don't know,1506.07,5.91,9kEB5pqWpJw
552,what took mr. Corbyn is come clean he,1508.08,5.58,9kEB5pqWpJw
553,won't come clean with the electorate,1511.98,9.09,9kEB5pqWpJw
554,about what I think we've been very clear,1513.66,10.32,9kEB5pqWpJw
555,on our policies in relation to Europe I,1521.07,5.28,9kEB5pqWpJw
556,think we're also very clear on all the,1523.98,3.99,9kEB5pqWpJw
557,other policies that be unveiled in our,1526.35,3.93,9kEB5pqWpJw
558,manifesto on Thursday and there will be,1527.97,5.07,9kEB5pqWpJw
559,accompanied by a fully costed gradebook,1530.28,4.89,9kEB5pqWpJw
560,with it so every pledge we make will be,1533.04,4.14,9kEB5pqWpJw
561,fully funded because I believe the,1535.17,3.6,9kEB5pqWpJw
562,British people deserve that knowledge,1537.18,3.27,9kEB5pqWpJw
563,deserve to know what we're going to do,1538.77,3.39,9kEB5pqWpJw
564,and deserve a government that is,1540.45,3.15,9kEB5pqWpJw
565,actually not going to preside over,1542.16,3.84,9kEB5pqWpJw
566,rising homelessness increasing,1543.6,5.04,9kEB5pqWpJw
567,inequality and chaos in the NHS instead,1546,4.38,9kEB5pqWpJw
568,of going to invest in the future of this,1548.64,3.98,9kEB5pqWpJw
569,country,1550.38,2.24,9kEB5pqWpJw
570,personal responsibility for the way the,1554.13,4.24,9kEB5pqWpJw
571,debate is unfolded in politics in this,1556.57,4.14,9kEB5pqWpJw
572,country we know of course mr. Johnson,1558.37,3.659,9kEB5pqWpJw
573,that people point to the fact that you,1560.71,3.329,9kEB5pqWpJw
574,promised 40 times on record we'd be out,1562.029,5.431,9kEB5pqWpJw
575,of the EU on October the 31st one of,1564.039,5.401,9kEB5pqWpJw
576,your former chief of staff's from your,1567.46,4.829,9kEB5pqWpJw
577,time as London Mayor said that you'd,1569.44,4.709,9kEB5pqWpJw
578,betrayed every person you'd ever had any,1572.289,4.23,9kEB5pqWpJw
579,dealings with and we know mr. Corbin,1574.149,3.51,9kEB5pqWpJw
580,there are big questions about,1576.519,4.5,9kEB5pqWpJw
581,anti-semitism within labor for example,1577.659,8.911,9kEB5pqWpJw
582,we know that you and your allies have,1581.019,7.221,9kEB5pqWpJw
583,been responsible for Tony our once-great,1586.57,5.099,9kEB5pqWpJw
584,party into an anti raise to assessment,1588.24,5.26,9kEB5pqWpJw
585,of anti-semitism were their words can,1591.669,5.461,9kEB5pqWpJw
586,you take some responsibility for the way,1593.5,5.37,9kEB5pqWpJw
587,the debate has turned in this country,1597.13,3.899,9kEB5pqWpJw
588,anti-semitism is absolute evil and,1598.87,6.09,9kEB5pqWpJw
589,scourge within our society racism in any,1601.029,7.26,9kEB5pqWpJw
590,form is a scourge in our society I have,1604.96,5.699,9kEB5pqWpJw
591,taken action in my party where anyone,1608.289,4.26,9kEB5pqWpJw
592,has committed any anti-semitic acts or,1610.659,3.661,9kEB5pqWpJw
593,made any anti-semitic statements they,1612.549,3.331,9kEB5pqWpJw
594,are either suspended or expelled from,1614.32,3.93,9kEB5pqWpJw
595,the party and we've investigated every,1615.88,4.62,9kEB5pqWpJw
596,single case we do take this very very,1618.25,4.86,9kEB5pqWpJw
597,seriously indeed because I do not want,1620.5,4.679,9kEB5pqWpJw
598,to live in a society where racism is,1623.11,4.71,9kEB5pqWpJw
599,rife I understand and recognize the,1625.179,4.74,9kEB5pqWpJw
600,history of the desperate history of the,1627.82,4.109,9kEB5pqWpJw
601,Jewish people in the 20th century which,1629.919,4.86,9kEB5pqWpJw
602,came about from an unrestricted of,1631.929,5.311,9kEB5pqWpJw
603,anti-semitism in the 1920s we've got to,1634.779,10.53,9kEB5pqWpJw
604,stand up against Elling the truth in,1637.24,10.47,9kEB5pqWpJw
605,politics mr. Johnson your response to,1645.309,4.201,9kEB5pqWpJw
606,that the points that I put you on those,1647.71,4.319,9kEB5pqWpJw
607,issues well I I just miss thing we,1649.51,5.129,9kEB5pqWpJw
608,open-mouthed what Jeremy called me not,1652.029,10.53,9kEB5pqWpJw
609,to say because it's a complete failure,1654.639,9.331,9kEB5pqWpJw
610,of leadership what's happened in the,1662.559,3.451,9kEB5pqWpJw
611,Labour Party with anti-semitism and but,1663.97,3.839,9kEB5pqWpJw
612,the failure of leadership is even worse,1666.01,3.299,9kEB5pqWpJw
613,when you look at what is happening on,1667.809,9.24,9kEB5pqWpJw
614,their brexit policy because want to hear,1669.309,10.141,9kEB5pqWpJw
615,okay what they want to hear is clarity,1677.049,4.551,9kEB5pqWpJw
616,about whether he believed in the deal,1679.45,5.15,9kEB5pqWpJw
617,proposing,1681.6,3,9kEB5pqWpJw
618,this was a question from Farhad about,1687.47,5.14,9kEB5pqWpJw
619,personal integrity and character so,1690.54,4.2,9kEB5pqWpJw
620,let's just try to take stock before we,1692.61,3.6,9kEB5pqWpJw
621,go for the ad break there are many,1694.74,3.36,9kEB5pqWpJw
622,people and many politicians indeed that,1696.21,3.84,9kEB5pqWpJw
623,feel that the nastiness of political,1698.1,4.35,9kEB5pqWpJw
624,debate in this country has simply got,1700.05,5.79,9kEB5pqWpJw
625,out of control will you two tonight look,1702.45,5.25,9kEB5pqWpJw
626,at one another and no matter who becomes,1705.84,5.52,9kEB5pqWpJw
627,Prime Minister make a gesture to improve,1707.7,4.74,9kEB5pqWpJw
628,things today,1711.36,5.87,9kEB5pqWpJw
629,could you make a pledge and promise that,1712.44,4.79,9kEB5pqWpJw
630,the debate in Parliament before the,1718.88,4.2,9kEB5pqWpJw
631,right before Parliament was dissolved,1721.679,4.261,9kEB5pqWpJw
632,was vicious and horrible and some,1723.08,4.66,9kEB5pqWpJw
633,terrible remarks are made particularly -,1725.94,3.9,9kEB5pqWpJw
634,and about women MPs I asked the speaker,1727.74,3.75,9kEB5pqWpJw
635,to convene a meeting at all party,1729.84,3.21,9kEB5pqWpJw
636,leaders mr. Johnson sent a,1731.49,3.87,9kEB5pqWpJw
637,representative there and we agreed this,1733.05,4.23,9kEB5pqWpJw
638,was unacceptable conduct we might,1735.36,3.48,9kEB5pqWpJw
639,absolutely agree with that thank you,1737.28,4.88,9kEB5pqWpJw
640,will you both make a pledge to a,1738.84,3.32,9kEB5pqWpJw
641,straight comic hands to make a pledge,1743.21,4.74,9kEB5pqWpJw
642,[Applause],1748.16,3.399,9kEB5pqWpJw
643,from you both after the break a promise,1755.75,6.52,9kEB5pqWpJw
644,from us we will move on from brexit to,1759.66,4.32,9kEB5pqWpJw
645,other issues this evening next on,1762.27,3.27,9kEB5pqWpJw
646,Johnson versus Corbin we'll be talking,1763.98,4.35,9kEB5pqWpJw
647,about issues like the NHS the economy,1765.54,5.96,9kEB5pqWpJw
648,and possibly Prince Andrew,1768.33,16.06,9kEB5pqWpJw
649,[Applause],1771.5,12.89,9kEB5pqWpJw
650,you,1786.21,3.409,9kEB5pqWpJw
651,[Music],1786.39,3.229,9kEB5pqWpJw
652,you,1793.96,2.06,9kEB5pqWpJw
653,well welcome back to Johnson vs. Corbin,1994.46,4.81,9kEB5pqWpJw
654,the ITV debate in a moment we'll take,1997.44,3.63,9kEB5pqWpJw
655,our next question but remember this is,1999.27,4.05,9kEB5pqWpJw
656,just the first part of an ITV political,2001.07,4.26,9kEB5pqWpJw
657,double bill tonight at 10 o'clock,2003.32,4.2,9kEB5pqWpJw
658,tonight we'll have the ITV election,2005.33,4.71,9kEB5pqWpJw
659,interviews when the Lib Dem leader Joe,2007.52,5.28,9kEB5pqWpJw
660,Swinson the SMPS Nicola Sturgeon the,2010.04,4.92,9kEB5pqWpJw
661,brexit party is Nigel Farage and Green,2012.8,4.62,9kEB5pqWpJw
662,Party co-leader Sean berry will all be,2014.96,5.58,9kEB5pqWpJw
663,interviewed live by Nina Jose back to,2017.42,5.16,9kEB5pqWpJw
664,our debate let's have our next question,2020.54,4.62,9kEB5pqWpJw
665,and it comes from OMA shall hub and it's,2022.58,6.81,9kEB5pqWpJw
666,on the NHS I'm a hospital doctor and I,2025.16,6.12,9kEB5pqWpJw
667,see firsthand the unsustainable pressure,2029.39,5.36,9kEB5pqWpJw
668,on the NHS elderly patients stuck on,2031.28,6.63,9kEB5pqWpJw
669,trolleys in corridors unacceptably long,2034.75,4.78,9kEB5pqWpJw
670,waiting times for operations,2037.91,4.62,9kEB5pqWpJw
671,aside from pledging more money for the,2039.53,4.98,9kEB5pqWpJw
672,health service how will you ensure that,2042.53,3.15,9kEB5pqWpJw
673,the health service can meet future,2044.51,3.27,9kEB5pqWpJw
674,demands and would they involve any,2045.68,5.34,9kEB5pqWpJw
675,privatization doctor thank you very much,2047.78,5.129,9kEB5pqWpJw
676,indeed for first response mr. Corbyn,2051.02,4.59,9kEB5pqWpJw
677,I think the NHS is a wonderful and,2052.909,4.77,9kEB5pqWpJw
678,brilliant institution but it is,2055.61,4.08,9kEB5pqWpJw
679,suffering under the most incredible,2057.679,5.671,9kEB5pqWpJw
680,pressure the staff are unbelievably,2059.69,5.94,9kEB5pqWpJw
681,stressed by the job they have to do and,2063.35,5.25,9kEB5pqWpJw
682,the insufficiency of facilities to deal,2065.63,5.64,9kEB5pqWpJw
683,"with it there are 33,000 nurse vacancies",2068.6,5.1,9kEB5pqWpJw
684,at the moment in the NHS I'll give a,2071.27,4.71,9kEB5pqWpJw
685,story yesterday the woman friend of mine,2073.7,5.13,9kEB5pqWpJw
686,died at 6:30 yesterday morning from,2075.98,5.64,9kEB5pqWpJw
687,secondary breast cancer the day before,2078.83,4.589,9kEB5pqWpJw
688,she'd gone to hospital at the,2081.62,5.07,9kEB5pqWpJw
689,recommendation of her GP in order to get,2083.419,6.5,9kEB5pqWpJw
690,urgent treatment she waited 8 hours the,2086.69,5.82,9kEB5pqWpJw
691,nurses that were trying to help her were,2089.919,4.721,9kEB5pqWpJw
692,unable to get anyone to see her because,2092.51,3.48,9kEB5pqWpJw
693,they were under such strain and stress,2094.64,3.12,9kEB5pqWpJw
694,and so she recorded a video saying,2095.99,4.74,9kEB5pqWpJw
695,please in my memory make sure nobody,2097.76,4.98,9kEB5pqWpJw
696,else goes through this pain we've got to,2100.73,4.38,9kEB5pqWpJw
697,fund our NHS properly and fill the,2102.74,4.59,9kEB5pqWpJw
698,vacancies and make sure it's there for,2105.11,3.99,9kEB5pqWpJw
699,all time it's one of the most civilized,2107.33,5.75,9kEB5pqWpJw
700,things about this country thank you,2109.1,3.98,9kEB5pqWpJw
701,thank you oh my and I agree passionately,2119.47,6.24,9kEB5pqWpJw
702,with what you've said about the NHS it's,2122.44,5.52,9kEB5pqWpJw
703,absolutely vital that we support it and,2125.71,5.07,9kEB5pqWpJw
704,it is one of the single most beautiful,2127.96,4.38,9kEB5pqWpJw
705,and brilliant things about Britain and,2130.78,5.25,9kEB5pqWpJw
706,about our society and we are determined,2132.34,6.6,9kEB5pqWpJw
707,to fund it not just now but for the long,2136.03,4.83,9kEB5pqWpJw
708,term in this one nation Conservative,2138.94,4.08,9kEB5pqWpJw
709,government were putting record sums in,2140.86,6.12,9kEB5pqWpJw
710,34 billion pounds we are as I said,2143.02,6.42,9kEB5pqWpJw
711,earlier on we're not just upgrading 20,2146.98,4.71,9kEB5pqWpJw
712,hospitals but we are building 40 new,2149.44,4.26,9kEB5pqWpJw
713,hospitals as a result of the decisions,2151.69,5.46,9kEB5pqWpJw
714,taken by this government we will invest,2153.7,6.39,9kEB5pqWpJw
715,in GPS we'll have fat tens of thousands,2157.15,6.36,9kEB5pqWpJw
716,more nurses 6 hours and more GPS and our,2160.09,6.21,9kEB5pqWpJw
717,objective is to have a health service,2163.51,5.58,9kEB5pqWpJw
718,that is not just better for doctors and,2166.3,5.28,9kEB5pqWpJw
719,nurses but better for patients as well,2169.09,5.13,9kEB5pqWpJw
720,thank you can thank you that only if we,2171.58,4.83,9kEB5pqWpJw
721,have a strong economy thank you and and,2174.22,4.74,9kEB5pqWpJw
722,I'm afraid which is what we very much,2176.41,10.44,9kEB5pqWpJw
723,indeed that's the problem is that the,2178.96,10.97,9kEB5pqWpJw
724,AME performance is now at its worst ever,2186.85,5.7,9kEB5pqWpJw
725,four million people waiting for,2189.93,4.69,9kEB5pqWpJw
726,operations there are all the vacancies,2192.55,4.38,9kEB5pqWpJw
727,that have not been filled within the NHS,2194.62,4.62,9kEB5pqWpJw
728,the Health and Social Care Act allows,2196.93,4.74,9kEB5pqWpJw
729,the privatization of services and indeed,2199.24,4.5,9kEB5pqWpJw
730,we have the nonsense of our National,2201.67,4.14,9kEB5pqWpJw
731,Health Service being taken to court by,2203.74,3.93,9kEB5pqWpJw
732,private operators because they didn't,2205.81,3.96,9kEB5pqWpJw
733,get contracts from it let's end the,2207.67,4.85,9kEB5pqWpJw
734,privatization within the NHS,2209.77,5.829,9kEB5pqWpJw
735,[Applause],2212.52,3.079,9kEB5pqWpJw
736,we are investing taxed we are investing,2218.5,7.81,9kEB5pqWpJw
737,ization and privatizing the NHS nor do,2223.21,4.45,9kEB5pqWpJw
738,we have any certain of course we are,2226.31,4.59,9kEB5pqWpJw
739,investing xxx and nor will be NHS just,2227.66,5.01,9kEB5pqWpJw
740,let me repeat this point nor will the,2230.9,4.65,9kEB5pqWpJw
741,NHS be ever up for sale in any,2232.67,4.68,9kEB5pqWpJw
742,negotiation let me repeat that,2235.55,5.63,9kEB5pqWpJw
743,[Applause],2237.35,6.45,9kEB5pqWpJw
744,we will continue to fund the NHS,2241.18,4.99,9kEB5pqWpJw
745,massively as we are we can only do so,2243.8,3.84,9kEB5pqWpJw
746,because we have a strong and dynamic,2246.17,3.66,9kEB5pqWpJw
747,economy which is and by the don't forget,2247.64,4.74,9kEB5pqWpJw
748,that under labour they ruined the public,2249.83,8.22,9kEB5pqWpJw
749,finances they did himself was there was,2252.38,7.8,9kEB5pqWpJw
750,no money left the economy has grown,2258.05,4.89,9kEB5pqWpJw
751,every year in the last nine years and,2260.18,4.71,9kEB5pqWpJw
752,what could be more notice what could be,2262.94,4.17,9kEB5pqWpJw
753,more ruinous for the NHS than a crackpot,2264.89,6.77,9kEB5pqWpJw
754,plan for a four-day week which would,2267.11,4.55,9kEB5pqWpJw
755,respond this is the proposal for a,2276.55,4.27,9kEB5pqWpJw
756,four-day week for workers across the,2279.08,4.53,9kEB5pqWpJw
757,economy with intelligent it is about,2280.82,5.01,9kEB5pqWpJw
758,reducing the working week all across the,2283.61,4.8,9kEB5pqWpJw
759,economy paid for by productivity,2285.83,4.86,9kEB5pqWpJw
760,increases all across Britain works,2288.41,4.41,9kEB5pqWpJw
761,Landro we've got another motor well,2290.69,5.01,9kEB5pqWpJw
762,people need to be aware that actually a,2292.82,5.01,9kEB5pqWpJw
763,shorter working week is probably a good,2295.7,3.99,9kEB5pqWpJw
764,thing for their health and well-being as,2297.83,4.71,9kEB5pqWpJw
765,he's decent pay I would also say mr.,2299.69,6.24,9kEB5pqWpJw
766,Branton is that his proposal for 40 new,2302.54,5.85,9kEB5pqWpJw
767,hospitals which he grandly announced in,2305.93,4.73,9kEB5pqWpJw
768,July turns out to be six,2308.39,4.71,9kEB5pqWpJw
769,reconfigurations without any clarity,2310.66,5.24,9kEB5pqWpJw
770,with where they're actually going to be,2313.1,5.269,9kEB5pqWpJw
771,that is totally untrue we're putting,2315.9,5.44,9kEB5pqWpJw
772,we're doing 20 upgrades and yes it is,2318.369,5.581,9kEB5pqWpJw
773,true that we are starting with six but,2321.34,4.05,9kEB5pqWpJw
774,the seed funding has gone in so where,2323.95,3.69,9kEB5pqWpJw
775,does the 40 come from 40 new hospitals,2325.39,3.93,9kEB5pqWpJw
776,in the investment the investment is,2327.64,4.26,9kEB5pqWpJw
777,going in now and the only reason that,2329.32,5.549,9kEB5pqWpJw
778,investment can be made is because we,2331.9,5.25,9kEB5pqWpJw
779,have a robust economy and let me get we,2334.869,3.991,9kEB5pqWpJw
780,make another point the single biggest,2337.15,4.41,9kEB5pqWpJw
781,threat to our economy and our ability to,2338.86,7.64,9kEB5pqWpJw
782,fund the NHS is our failure to get,2341.56,4.94,9kEB5pqWpJw
783,[Applause],2348.72,3.09,9kEB5pqWpJw
784,specific moment we are talking about the,2355.8,5.319,9kEB5pqWpJw
785,NHS on the issue of privatization and,2358.39,5.76,9kEB5pqWpJw
786,private provision with the NHS sometimes,2361.119,5.581,9kEB5pqWpJw
787,it is there provided by organizations,2364.15,3.99,9kEB5pqWpJw
788,that are not provide profit it has,2366.7,3.84,9kEB5pqWpJw
789,extended capacity within the NHS will,2368.14,5.25,9kEB5pqWpJw
790,you rule out any privatization in the,2370.54,5.52,9kEB5pqWpJw
791,NHS any private provision within the NHS,2373.39,5.07,9kEB5pqWpJw
792,under the principle is to ensure that,2376.06,4.59,9kEB5pqWpJw
793,all people that work in the NHS are,2378.46,5.01,9kEB5pqWpJw
794,employed by the NHS on similar contracts,2380.65,6.06,9kEB5pqWpJw
795,across the NHS the internal market,2383.47,5.37,9kEB5pqWpJw
796,must go within the NHS and what is,2386.71,5.01,9kEB5pqWpJw
797,happening is privatization of services,2388.84,5.64,9kEB5pqWpJw
798,of services across the NHS and I think,2391.72,4.889,9kEB5pqWpJw
799,that is very very damaging to the whole,2394.48,5.01,9kEB5pqWpJw
800,principles of the NHS we also have,2396.609,5.281,9kEB5pqWpJw
801,problems of Social Care which are not,2399.49,4.08,9kEB5pqWpJw
802,being addressed either and there are,2401.89,3.75,9kEB5pqWpJw
803,about a million people in the Social,2403.57,7.74,9kEB5pqWpJw
804,Care one quick answer mr. Johnson will,2405.64,7.65,9kEB5pqWpJw
805,there be a policy on Social Care in your,2411.31,4.32,9kEB5pqWpJw
806,manifesto yes or no yes there will and,2413.29,4.67,9kEB5pqWpJw
807,we think that nobody should pay for,2415.63,5.07,9kEB5pqWpJw
808,their cost of their Social Care by,2417.96,4.6,9kEB5pqWpJw
809,selling their home and everybody should,2420.7,5.96,9kEB5pqWpJw
810,have dignity and security in their older,2422.56,4.1,9kEB5pqWpJw
811,now of course you will have heard that,2430.24,3.6,9kEB5pqWpJw
812,both have made significant spending,2432.13,3.72,9kEB5pqWpJw
813,pledges over the past couple of weeks,2433.84,4.83,9kEB5pqWpJw
814,and not just on the NHS and Beverly,2435.85,5.7,9kEB5pqWpJw
815,Davis from Newport as a question related,2438.67,5.82,9kEB5pqWpJw
816,to this Bevin I'm a care home laundry,2441.55,5.43,9kEB5pqWpJw
